file_path,label
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_28928.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_29184.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_29440.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_29696.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_29952.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_30208.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_30464.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_3072.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_30720.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_30976.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_31232.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_31488.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_31744.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_32000.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_32256.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_32512.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_32768.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_33024.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_3328.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_33280.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_33536.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_33792.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_34048.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_34304.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_34560.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_34816.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_35072.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_35328.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_35584.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_3584.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_35840.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_36096.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_36352.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_36608.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_36864.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_37120.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_37376.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_37632.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_37888.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_3840.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_4096.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_4352.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_4608.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_4864.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_512.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_5120.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_5376.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_5632.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_5888.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_6144.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_6400.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_6656.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_6912.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_7168.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_7424.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_768.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_7680.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_7936.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_8192.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_8448.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_8704.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_8960.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_9216.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_9472.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_9728.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G1AllChannels_seg_9984.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_0.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_1024.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_10240.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_10496.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_10752.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_11008.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_11264.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_11520.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_11776.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_12032.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_12288.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_12544.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_1280.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_12800.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_13056.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_13312.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_13568.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_13824.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_14080.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_14336.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_14592.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_14848.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_15104.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_1536.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_15360.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_15616.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_15872.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_16128.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_16384.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_16640.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_16896.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_17152.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_17408.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_17664.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_1792.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_17920.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_18176.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_18432.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_18688.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_18944.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_19200.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_19456.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_19712.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_19968.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_20224.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_2048.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_20480.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_20736.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_20992.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_21248.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_21504.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_21760.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_22016.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_22272.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_22528.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_22784.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_2304.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_23040.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_23296.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_23552.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_23808.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_24064.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_24320.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_24576.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_24832.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_25088.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_25344.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_256.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_2560.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_25600.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_25856.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_26112.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_26368.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_26624.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_26880.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_27136.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_27392.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_27648.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_27904.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_2816.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_28160.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_28416.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_28672.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_28928.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_29184.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_29440.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_29696.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_29952.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_30208.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_30464.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_3072.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_30720.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_30976.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_31232.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_31488.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_31744.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_32000.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_32256.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_32512.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_32768.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_33024.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_3328.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_33280.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_33536.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_33792.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_34048.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_34304.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_34560.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_34816.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_35072.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_35328.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_35584.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_3584.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_35840.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_36096.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_36352.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_36608.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_36864.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_37120.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_37376.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_37632.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_37888.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_3840.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_4096.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_4352.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_4608.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_4864.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_512.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_5120.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_5376.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_5632.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_5888.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_6144.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_6400.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_6656.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_6912.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_7168.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_7424.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_768.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_7680.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_7936.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_8192.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_8448.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_8704.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_8960.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_9216.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_9472.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_9728.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G2AllChannels_seg_9984.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_0.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_1024.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_10240.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_10496.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_10752.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_11008.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_11264.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_11520.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_11776.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_12032.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_12288.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_12544.npy,neutral
(S01)\Preprocessed EEG Data\.csv format\S01G3AllChannels_seg_1280.npy,neutral
